"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30578","User login test @master @sanity @regression","chromium","2026-08-08","broken","2026-08-08","","Login.spec.ts","",""
